"condition","node","step","level"
"Th1","STAT6",170,0
"Th1","STAT6",171,0
"Th1","STAT6",172,0
"Th1","STAT6",173,0
"Th1","STAT6",174,0
"Th1","STAT6",175,0
"Th1","STAT6",176,0
"Th1","STAT6",177,0
"Th1","STAT6",178,0
"Th1","STAT6",179,0
"Th1","STAT6",180,0
"Th1","STAT6",181,0
"Th1","STAT6",182,0
"Th1","STAT6",183,0
"Th1","STAT6",184,0
"Th1","STAT6",185,0
"Th1","STAT6",186,0
"Th1","STAT6",187,0
"Th1","STAT6",188,0
"Th1","STAT6",189,0
"Th1","STAT6",190,0
"Th1","STAT6",191,0
"Th1","STAT6",192,0
"Th1","STAT6",193,0
"Th1","STAT6",194,0
"Th1","STAT6",195,0
"Th1","STAT6",196,0
"Th1","STAT6",197,0
"Th1","STAT6",198,0
"Th1","STAT6",199,0
"Th1","STAT6",200,0
"Th1","STAT3",0,0
"Th1","STAT3",1,0
"Th1","STAT3",2,0
"Th1","STAT3",3,0
"Th1","STAT3",4,0
"Th1","STAT3",5,0
"Th1","STAT3",6,0
"Th1","STAT3",7,0
"Th1","STAT3",8,0
"Th1","STAT3",9,0
"Th1","STAT3",10,0
"Th1","STAT3",11,0
"Th1","STAT3",12,0
"Th1","STAT3",13,0
"Th1","STAT3",14,0
"Th1","STAT3",15,0
"Th1","STAT3",16,0
"Th1","STAT3",17,0
"Th1","STAT3",18,0
"Th1","STAT3",19,0
"Th1","STAT3",20,0
"Th1","STAT3",21,0
"Th1","STAT3",22,0
"Th1","STAT3",23,0
"Th1","STAT3",24,0
"Th1","STAT3",25,0
"Th1","STAT3",26,0
"Th1","STAT3",27,0
"Th1","STAT3",28,0
"Th1","STAT3",29,0
"Th1","STAT3",30,0
"Th1","STAT3",31,0
"Th1","STAT3",32,0
"Th1","STAT3",33,0
"Th1","STAT3",34,0
"Th1","STAT3",35,0
"Th1","STAT3",36,0
"Th1","STAT3",37,0
"Th1","STAT3",38,0
"Th1","STAT3",39,0
"Th1","STAT3",40,0
"Th1","STAT3",41,0
"Th1","STAT3",42,0
"Th1","STAT3",43,0
"Th1","STAT3",44,0
"Th1","STAT3",45,0
"Th1","STAT3",46,0
"Th1","STAT3",47,0
"Th1","STAT3",48,0
"Th1","STAT3",49,0
"Th1","STAT3",50,0
"Th1","STAT3",51,0
"Th1","STAT3",52,0
"Th1","STAT3",53,0
"Th1","STAT3",54,0
"Th1","STAT3",55,0
"Th1","STAT3",56,0
"Th1","STAT3",57,0
"Th1","STAT3",58,0
"Th1","STAT3",59,0
"Th1","STAT3",60,0
"Th1","STAT3",61,0
"Th1","STAT3",62,0
"Th1","STAT3",63,0
"Th1","STAT3",64,0
"Th1","STAT3",65,0
"Th1","STAT3",66,0
"Th1","STAT3",67,0
"Th1","STAT3",68,0
"Th1","STAT3",69,0
"Th1","STAT3",70,0
"Th1","STAT3",71,0
"Th1","STAT3",72,0
"Th1","STAT3",73,0
"Th1","STAT3",74,0
"Th1","STAT3",75,0
"Th1","STAT3",76,0
"Th1","STAT3",77,0
"Th1","STAT3",78,0
"Th1","STAT3",79,0
"Th1","STAT3",80,0
"Th1","STAT3",81,0
"Th1","STAT3",82,0
"Th1","STAT3",83,0
"Th1","STAT3",84,0
"Th1","STAT3",85,0
"Th1","STAT3",86,0
"Th1","STAT3",87,0
"Th1","STAT3",88,0
"Th1","STAT3",89,0
"Th1","STAT3",90,0
"Th1","STAT3",91,0
"Th1","STAT3",92,0
"Th1","STAT3",93,0
"Th1","STAT3",94,0
"Th1","STAT3",95,0
"Th1","STAT3",96,0
"Th1","STAT3",97,0
"Th1","STAT3",98,0
"Th1","STAT3",99,0
"Th1","STAT3",100,0
"Th1","STAT3",101,0
"Th1","STAT3",102,0
"Th1","STAT3",103,0
"Th1","STAT3",104,0
"Th1","STAT3",105,0
"Th1","STAT3",106,0
"Th1","STAT3",107,0
"Th1","STAT3",108,0
"Th1","STAT3",109,0
"Th1","STAT3",110,0
"Th1","STAT3",111,0
"Th1","STAT3",112,0
"Th1","STAT3",113,0
"Th1","STAT3",114,0
"Th1","STAT3",115,0
"Th1","STAT3",116,0
"Th1","STAT3",117,0
"Th1","STAT3",118,0
"Th1","STAT3",119,0
"Th1","STAT3",120,0
"Th1","STAT3",121,0
"Th1","STAT3",122,0
"Th1","STAT3",123,0
"Th1","STAT3",124,0
"Th1","STAT3",125,0
"Th1","STAT3",126,0
"Th1","STAT3",127,0
"Th1","STAT3",128,0
"Th1","STAT3",129,0
"Th1","STAT3",130,0
"Th1","STAT3",131,0
"Th1","STAT3",132,0
"Th1","STAT3",133,0
"Th1","STAT3",134,0
"Th1","STAT3",135,0
"Th1","STAT3",136,0
"Th1","STAT3",137,0
"Th1","STAT3",138,0
"Th1","STAT3",139,0
"Th1","STAT3",140,0
"Th1","STAT3",141,0
"Th1","STAT3",142,0
"Th1","STAT3",143,0
"Th1","STAT3",144,0
"Th1","STAT3",145,0
"Th1","STAT3",146,0
"Th1","STAT3",147,0
"Th1","STAT3",148,0
"Th1","STAT3",149,0
"Th1","STAT3",150,0
"Th1","STAT3",151,0
"Th1","STAT3",152,0
"Th1","STAT3",153,0
"Th1","STAT3",154,0
"Th1","STAT3",155,0
"Th1","STAT3",156,0
"Th1","STAT3",157,0
"Th1","STAT3",158,0
"Th1","STAT3",159,0
"Th1","STAT3",160,0
"Th1","STAT3",161,0
"Th1","STAT3",162,0
"Th1","STAT3",163,0
"Th1","STAT3",164,0
"Th1","STAT3",165,0
"Th1","STAT3",166,0
"Th1","STAT3",167,0
"Th1","STAT3",168,0
"Th1","STAT3",169,0
"Th1","STAT3",170,0
"Th1","STAT3",171,0
"Th1","STAT3",172,0
"Th1","STAT3",173,0
"Th1","STAT3",174,0
"Th1","STAT3",175,0
"Th1","STAT3",176,0
"Th1","STAT3",177,0
"Th1","STAT3",178,0
"Th1","STAT3",179,0
"Th1","STAT3",180,0
"Th1","STAT3",181,0
"Th1","STAT3",182,0
"Th1","STAT3",183,0
"Th1","STAT3",184,0
"Th1","STAT3",185,0
"Th1","STAT3",186,0
"Th1","STAT3",187,0
"Th1","STAT3",188,0
"Th1","STAT3",189,0
"Th1","STAT3",190,0
"Th1","STAT3",191,0
"Th1","STAT3",192,0
"Th1","STAT3",193,0
"Th1","STAT3",194,0
"Th1","STAT3",195,0
"Th1","STAT3",196,0
"Th1","STAT3",197,0
"Th1","STAT3",198,0
"Th1","STAT3",199,0
"Th1","STAT3",200,0
"Th1","IL2R",0,0
"Th1","IL2R",1,0
"Th1","IL2R",2,0
"Th1","IL2R",3,0
"Th1","IL2R",4,0
"Th1","IL2R",5,0
"Th1","IL2R",6,0
"Th1","IL2R",7,0
"Th1","IL2R",8,0
"Th1","IL2R",9,0
"Th1","IL2R",10,0
"Th1","IL2R",11,0
"Th1","IL2R",12,0
"Th1","IL2R",13,0
"Th1","IL2R",14,0
"Th1","IL2R",15,0
"Th1","IL2R",16,0
"Th1","IL2R",17,0
"Th1","IL2R",18,0
"Th1","IL2R",19,0
"Th1","IL2R",20,0
"Th1","IL2R",21,0
"Th1","IL2R",22,0
"Th1","IL2R",23,0
"Th1","IL2R",24,0
"Th1","IL2R",25,0
"Th1","IL2R",26,0
"Th1","IL2R",27,0
"Th1","IL2R",28,0
"Th1","IL2R",29,0
"Th1","IL2R",30,0
"Th1","IL2R",31,0
"Th1","IL2R",32,0
"Th1","IL2R",33,0
"Th1","IL2R",34,0.005
"Th1","IL2R",35,0.01
"Th1","IL2R",36,0.02
"Th1","IL2R",37,0.025
"Th1","IL2R",38,0.04
"Th1","IL2R",39,0.05
"Th1","IL2R",40,0.055
"Th1","IL2R",41,0.06
"Th1","IL2R",42,0.07
"Th1","IL2R",43,0.085
"Th1","IL2R",44,0.115
"Th1","IL2R",45,0.14
"Th1","IL2R",46,0.16
"Th1","IL2R",47,0.19
"Th1","IL2R",48,0.235
"Th1","IL2R",49,0.27
"Th1","IL2R",50,0.315
"Th1","IL2R",51,0.355
"Th1","IL2R",52,0.4
"Th1","IL2R",53,0.46
"Th1","IL2R",54,0.505
"Th1","IL2R",55,0.555
"Th1","IL2R",56,0.615
"Th1","IL2R",57,0.635
"Th1","IL2R",58,0.68
"Th1","IL2R",59,0.705
"Th1","IL2R",60,0.745
"Th1","IL2R",61,0.78
"Th1","IL2R",62,0.83
"Th1","IL2R",63,0.86
"Th1","IL2R",64,0.895
"Th1","IL2R",65,0.93
"Th1","IL2R",66,0.945
"Th1","IL2R",67,0.96
"Th1","IL2R",68,0.98
"Th1","IL2R",69,0.99
"Th1","IL2R",70,0.99
"Th1","IL2R",71,0.99
"Th1","IL2R",72,0.99
"Th1","IL2R",73,0.985
"Th1","IL2R",74,0.975
"Th1","IL2R",75,0.975
"Th1","IL2R",76,0.96
"Th1","IL2R",77,0.96
"Th1","IL2R",78,0.945
"Th1","IL2R",79,0.94
"Th1","IL2R",80,0.94
"Th1","IL2R",81,0.915
"Th1","IL2R",82,0.9
"Th1","IL2R",83,0.88
"Th1","IL2R",84,0.84
"Th1","IL2R",85,0.83
"Th1","IL2R",86,0.805
"Th1","IL2R",87,0.775
"Th1","IL2R",88,0.75
"Th1","IL2R",89,0.72
"Th1","IL2R",90,0.7
"Th1","IL2R",91,0.665
"Th1","IL2R",92,0.66
"Th1","IL2R",93,0.645
"Th1","IL2R",94,0.6
"Th1","IL2R",95,0.565
"Th1","IL2R",96,0.555
"Th1","IL2R",97,0.54
"Th1","IL2R",98,0.53
"Th1","IL2R",99,0.475
"Th1","IL2R",100,0.445
"Th1","IL2R",101,0.425
"Th1","IL2R",102,0.41
"Th1","IL2R",103,0.385
"Th1","IL2R",104,0.375
"Th1","IL2R",105,0.38
"Th1","IL2R",106,0.36
"Th1","IL2R",107,0.36
"Th1","IL2R",108,0.36
"Th1","IL2R",109,0.35
"Th1","IL2R",110,0.37
"Th1","IL2R",111,0.385
"Th1","IL2R",112,0.415
"Th1","IL2R",113,0.46
"Th1","IL2R",114,0.52
"Th1","IL2R",115,0.54
"Th1","IL2R",116,0.59
"Th1","IL2R",117,0.615
"Th1","IL2R",118,0.675
"Th1","IL2R",119,0.715
"Th1","IL2R",120,0.77
"Th1","IL2R",121,0.81
"Th1","IL2R",122,0.85
"Th1","IL2R",123,0.865
"Th1","IL2R",124,0.89
"Th1","IL2R",125,0.915
"Th1","IL2R",126,0.94
"Th1","IL2R",127,0.955
"Th1","IL2R",128,0.97
"Th1","IL2R",129,0.96
"Th1","IL2R",130,0.965
"Th1","IL2R",131,0.97
"Th1","IL2R",132,0.965
"Th1","IL2R",133,0.955
"Th1","IL2R",134,0.94
"Th1","IL2R",135,0.925
"Th1","IL2R",136,0.92
"Th1","IL2R",137,0.915
"Th1","IL2R",138,0.905
"Th1","IL2R",139,0.885
"Th1","IL2R",140,0.87
"Th1","IL2R",141,0.86
"Th1","IL2R",142,0.84
"Th1","IL2R",143,0.815
"Th1","IL2R",144,0.8
"Th1","IL2R",145,0.79
"Th1","IL2R",146,0.74
"Th1","IL2R",147,0.72
"Th1","IL2R",148,0.685
"Th1","IL2R",149,0.65
"Th1","IL2R",150,0.605
"Th1","IL2R",151,0.575
"Th1","IL2R",152,0.53
"Th1","IL2R",153,0.49
"Th1","IL2R",154,0.46
"Th1","IL2R",155,0.44
"Th1","IL2R",156,0.405
"Th1","IL2R",157,0.41
"Th1","IL2R",158,0.385
"Th1","IL2R",159,0.38
"Th1","IL2R",160,0.365
"Th1","IL2R",161,0.345
"Th1","IL2R",162,0.365
"Th1","IL2R",163,0.4
"Th1","IL2R",164,0.415
"Th1","IL2R",165,0.39
"Th1","IL2R",166,0.4
"Th1","IL2R",167,0.395
"Th1","IL2R",168,0.41
"Th1","IL2R",169,0.445
"Th1","IL2R",170,0.515
"Th1","IL2R",171,0.54
"Th1","IL2R",172,0.585
"Th1","IL2R",173,0.605
"Th1","IL2R",174,0.65
"Th1","IL2R",175,0.685
"Th1","IL2R",176,0.74
"Th1","IL2R",177,0.775
"Th1","IL2R",178,0.815
"Th1","IL2R",179,0.82
"Th1","IL2R",180,0.855
"Th1","IL2R",181,0.875
"Th1","IL2R",182,0.905
"Th1","IL2R",183,0.92
"Th1","IL2R",184,0.94
"Th1","IL2R",185,0.93
"Th1","IL2R",186,0.95
"Th1","IL2R",187,0.945
"Th1","IL2R",188,0.945
"Th1","IL2R",189,0.94
"Th1","IL2R",190,0.945
"Th1","IL2R",191,0.93
"Th1","IL2R",192,0.935
"Th1","IL2R",193,0.905
"Th1","IL2R",194,0.915
"Th1","IL2R",195,0.915
"Th1","IL2R",196,0.9
"Th1","IL2R",197,0.88
"Th1","IL2R",198,0.85
"Th1","IL2R",199,0.83
"Th1","IL2R",200,0.82
"Th1","IL6R",0,0
"Th1","IL6R",1,0
"Th1","IL6R",2,0
"Th1","IL6R",3,0
"Th1","IL6R",4,0
"Th1","IL6R",5,0
"Th1","IL6R",6,0
"Th1","IL6R",7,0
"Th1","IL6R",8,0
"Th1","IL6R",9,0
"Th1","IL6R",10,0
"Th1","IL6R",11,0
"Th1","IL6R",12,0
"Th1","IL6R",13,0
"Th1","IL6R",14,0
"Th1","IL6R",15,0
"Th1","IL6R",16,0
"Th1","IL6R",17,0
"Th1","IL6R",18,0
"Th1","IL6R",19,0
"Th1","IL6R",20,0
"Th1","IL6R",21,0
"Th1","IL6R",22,0
"Th1","IL6R",23,0
"Th1","IL6R",24,0
"Th1","IL6R",25,0
"Th1","IL6R",26,0
"Th1","IL6R",27,0
"Th1","IL6R",28,0
"Th1","IL6R",29,0
"Th1","IL6R",30,0
"Th1","IL6R",31,0
"Th1","IL6R",32,0
"Th1","IL6R",33,0
"Th1","IL6R",34,0
"Th1","IL6R",35,0
"Th1","IL6R",36,0
"Th1","IL6R",37,0
"Th1","IL6R",38,0
"Th1","IL6R",39,0
"Th1","IL6R",40,0
"Th1","IL6R",41,0
"Th1","IL6R",42,0
"Th1","IL6R",43,0
"Th1","IL6R",44,0
"Th1","IL6R",45,0
"Th1","IL6R",46,0
"Th1","IL6R",47,0
"Th1","IL6R",48,0
"Th1","IL6R",49,0
"Th1","IL6R",50,0
"Th1","IL6R",51,0
"Th1","IL6R",52,0
"Th1","IL6R",53,0
"Th1","IL6R",54,0
"Th1","IL6R",55,0
"Th1","IL6R",56,0
"Th1","IL6R",57,0
"Th1","IL6R",58,0
"Th1","IL6R",59,0
"Th1","IL6R",60,0
"Th1","IL6R",61,0
"Th1","IL6R",62,0
"Th1","IL6R",63,0
"Th1","IL6R",64,0
"Th1","IL6R",65,0
"Th1","IL6R",66,0
"Th1","IL6R",67,0
"Th1","IL6R",68,0
"Th1","IL6R",69,0
"Th1","IL6R",70,0
"Th1","IL6R",71,0
"Th1","IL6R",72,0
"Th1","IL6R",73,0
"Th1","IL6R",74,0
"Th1","IL6R",75,0
"Th1","IL6R",76,0
"Th1","IL6R",77,0
"Th1","IL6R",78,0
"Th1","IL6R",79,0
"Th1","IL6R",80,0
"Th1","IL6R",81,0
"Th1","IL6R",82,0
"Th1","IL6R",83,0
"Th1","IL6R",84,0
"Th1","IL6R",85,0
"Th1","IL6R",86,0
"Th1","IL6R",87,0
"Th1","IL6R",88,0
"Th1","IL6R",89,0
"Th1","IL6R",90,0
"Th1","IL6R",91,0
"Th1","IL6R",92,0
"Th1","IL6R",93,0
"Th1","IL6R",94,0
"Th1","IL6R",95,0
"Th1","IL6R",96,0
"Th1","IL6R",97,0
"Th1","IL6R",98,0
"Th1","IL6R",99,0
"Th1","IL6R",100,0
"Th1","IL6R",101,0
"Th1","IL6R",102,0
"Th1","IL6R",103,0
"Th1","IL6R",104,0
"Th1","IL6R",105,0
"Th1","IL6R",106,0
"Th1","IL6R",107,0
"Th1","IL6R",108,0
"Th1","IL6R",109,0
"Th1","IL6R",110,0
"Th1","IL6R",111,0
"Th1","IL6R",112,0
"Th1","IL6R",113,0
"Th1","IL6R",114,0
"Th1","IL6R",115,0
"Th1","IL6R",116,0
"Th1","IL6R",117,0
"Th1","IL6R",118,0
"Th1","IL6R",119,0
"Th1","IL6R",120,0
"Th1","IL6R",121,0
"Th1","IL6R",122,0
"Th1","IL6R",123,0
"Th1","IL6R",124,0
"Th1","IL6R",125,0
"Th1","IL6R",126,0
"Th1","IL6R",127,0
"Th1","IL6R",128,0
"Th1","IL6R",129,0
"Th1","IL6R",130,0
"Th1","IL6R",131,0
"Th1","IL6R",132,0
"Th1","IL6R",133,0
"Th1","IL6R",134,0
"Th1","IL6R",135,0
"Th1","IL6R",136,0
"Th1","IL6R",137,0
"Th1","IL6R",138,0
"Th1","IL6R",139,0
"Th1","IL6R",140,0
"Th1","IL6R",141,0
"Th1","IL6R",142,0
"Th1","IL6R",143,0
"Th1","IL6R",144,0
"Th1","IL6R",145,0
"Th1","IL6R",146,0
"Th1","IL6R",147,0
"Th1","IL6R",148,0
"Th1","IL6R",149,0
"Th1","IL6R",150,0
"Th1","IL6R",151,0
"Th1","IL6R",152,0
"Th1","IL6R",153,0
"Th1","IL6R",154,0
"Th1","IL6R",155,0
"Th1","IL6R",156,0
"Th1","IL6R",157,0
"Th1","IL6R",158,0
"Th1","IL6R",159,0
"Th1","IL6R",160,0
"Th1","IL6R",161,0
"Th1","IL6R",162,0
"Th1","IL6R",163,0
"Th1","IL6R",164,0
"Th1","IL6R",165,0
"Th1","IL6R",166,0
"Th1","IL6R",167,0
"Th1","IL6R",168,0
"Th1","IL6R",169,0
"Th1","IL6R",170,0
"Th1","IL6R",171,0
"Th1","IL6R",172,0
"Th1","IL6R",173,0
"Th1","IL6R",174,0
"Th1","IL6R",175,0
"Th1","IL6R",176,0
"Th1","IL6R",177,0
"Th1","IL6R",178,0
"Th1","IL6R",179,0
"Th1","IL6R",180,0
"Th1","IL6R",181,0
"Th1","IL6R",182,0
"Th1","IL6R",183,0
"Th1","IL6R",184,0
"Th1","IL6R",185,0
"Th1","IL6R",186,0
"Th1","IL6R",187,0
"Th1","IL6R",188,0
"Th1","IL6R",189,0
"Th1","IL6R",190,0
"Th1","IL6R",191,0
"Th1","IL6R",192,0
"Th1","IL6R",193,0
"Th1","IL6R",194,0
"Th1","IL6R",195,0
"Th1","IL6R",196,0
"Th1","IL6R",197,0
"Th1","IL6R",198,0
"Th1","IL6R",199,0
"Th1","IL6R",200,0
"Th1","TGFBR",0,0
"Th1","TGFBR",1,0
"Th1","TGFBR",2,0
"Th1","TGFBR",3,0
"Th1","TGFBR",4,0
"Th1","TGFBR",5,0
"Th1","TGFBR",6,0
"Th1","TGFBR",7,0
"Th1","TGFBR",8,0
"Th1","TGFBR",9,0
"Th1","TGFBR",10,0
"Th1","TGFBR",11,0
"Th1","TGFBR",12,0
"Th1","TGFBR",13,0
"Th1","TGFBR",14,0
"Th1","TGFBR",15,0
"Th1","TGFBR",16,0
"Th1","TGFBR",17,0
"Th1","TGFBR",18,0
"Th1","TGFBR",19,0
"Th1","TGFBR",20,0
"Th1","TGFBR",21,0
"Th1","TGFBR",22,0
"Th1","TGFBR",23,0
"Th1","TGFBR",24,0
"Th1","TGFBR",25,0
"Th1","TGFBR",26,0
"Th1","TGFBR",27,0
"Th1","TGFBR",28,0
"Th1","TGFBR",29,0
"Th1","TGFBR",30,0
"Th1","TGFBR",31,0
"Th1","TGFBR",32,0
"Th1","TGFBR",33,0
"Th1","TGFBR",34,0
"Th1","TGFBR",35,0
"Th1","TGFBR",36,0
"Th1","TGFBR",37,0
"Th1","TGFBR",38,0
"Th1","TGFBR",39,0
"Th1","TGFBR",40,0
"Th1","TGFBR",41,0
"Th1","TGFBR",42,0
"Th1","TGFBR",43,0
"Th1","TGFBR",44,0.005
"Th1","TGFBR",45,0.005
"Th1","TGFBR",46,0.01
"Th1","TGFBR",47,0.01
"Th1","TGFBR",48,0.02
"Th1","TGFBR",49,0.025
"Th1","TGFBR",50,0.03
"Th1","TGFBR",51,0.03
"Th1","TGFBR",52,0.035
"Th1","TGFBR",53,0.045
"Th1","TGFBR",54,0.055
"Th1","TGFBR",55,0.065
"Th1","TGFBR",56,0.065
"Th1","TGFBR",57,0.1
"Th1","TGFBR",58,0.13
"Th1","TGFBR",59,0.155
"Th1","TGFBR",60,0.195
"Th1","TGFBR",61,0.21
"Th1","TGFBR",62,0.245
"Th1","TGFBR",63,0.28
"Th1","TGFBR",64,0.315
"Th1","TGFBR",65,0.34
"Th1","TGFBR",66,0.39
"Th1","TGFBR",67,0.42
"Th1","TGFBR",68,0.45
"Th1","TGFBR",69,0.505
"Th1","TGFBR",70,0.52
"Th1","TGFBR",71,0.565
"Th1","TGFBR",72,0.64
"Th1","TGFBR",73,0.665
"Th1","TGFBR",74,0.705
"Th1","TGFBR",75,0.73
"Th1","TGFBR",76,0.785
"Th1","TGFBR",77,0.79
"Th1","TGFBR",78,0.815
"Th1","TGFBR",79,0.815
"Th1","TGFBR",80,0.825
"Th1","TGFBR",81,0.805
"Th1","TGFBR",82,0.825
"Th1","TGFBR",83,0.815
"Th1","TGFBR",84,0.815
"Th1","TGFBR",85,0.805
"Th1","TGFBR",86,0.795
"Th1","TGFBR",87,0.785
"Th1","TGFBR",88,0.76
"Th1","TGFBR",89,0.705
"Th1","TGFBR",90,0.67
"Th1","TGFBR",91,0.63
"Th1","TGFBR",92,0.6
"Th1","TGFBR",93,0.575
"Th1","TGFBR",94,0.51
"Th1","TGFBR",95,0.485
"Th1","TGFBR",96,0.465
"Th1","TGFBR",97,0.42
"Th1","TGFBR",98,0.395
"Th1","TGFBR",99,0.35
"Th1","TGFBR",100,0.325
"Th1","TGFBR",101,0.295
"Th1","TGFBR",102,0.27
"Th1","TGFBR",103,0.245
"Th1","TGFBR",104,0.21
"Th1","TGFBR",105,0.2
"Th1","TGFBR",106,0.19
"Th1","TGFBR",107,0.185
"Th1","TGFBR",108,0.185
"Th1","TGFBR",109,0.165
"Th1","TGFBR",110,0.145
"Th1","TGFBR",111,0.155
"Th1","TGFBR",112,0.15
"Th1","TGFBR",113,0.17
"Th1","TGFBR",114,0.175
"Th1","TGFBR",115,0.17
"Th1","TGFBR",116,0.18
"Th1","TGFBR",117,0.195
"Th1","TGFBR",118,0.195
"Th1","TGFBR",119,0.21
"Th1","TGFBR",120,0.25
"Th1","TGFBR",121,0.265
"Th1","TGFBR",122,0.305
"Th1","TGFBR",123,0.35
"Th1","TGFBR",124,0.39
"Th1","TGFBR",125,0.455
"Th1","TGFBR",126,0.49
"Th1","TGFBR",127,0.54
"Th1","TGFBR",128,0.58
"Th1","TGFBR",129,0.61
"Th1","TGFBR",130,0.665
"Th1","TGFBR",131,0.695
"Th1","TGFBR",132,0.72
"Th1","TGFBR",133,0.725
"Th1","TGFBR",134,0.73
"Th1","TGFBR",135,0.75
"Th1","TGFBR",136,0.775
"Th1","TGFBR",137,0.795
"Th1","TGFBR",138,0.82
"Th1","TGFBR",139,0.825
"Th1","TGFBR",140,0.83
"Th1","TGFBR",141,0.825
"Th1","TGFBR",142,0.81
"Th1","TGFBR",143,0.8
"Th1","TGFBR",144,0.77
"Th1","TGFBR",145,0.755
"Th1","TGFBR",146,0.735
"Th1","TGFBR",147,0.71
"Th1","TGFBR",148,0.66
"Th1","TGFBR",149,0.635
"Th1","TGFBR",150,0.615
"Th1","TGFBR",151,0.58
"Th1","TGFBR",152,0.555
"Th1","TGFBR",153,0.52
"Th1","TGFBR",154,0.48
"Th1","TGFBR",155,0.435
"Th1","TGFBR",156,0.375
"Th1","TGFBR",157,0.345
"Th1","TGFBR",158,0.3
"Th1","TGFBR",159,0.25
"Th1","TGFBR",160,0.225
"Th1","TGFBR",161,0.19
"Th1","TGFBR",162,0.17
"Th1","TGFBR",163,0.18
"Th1","TGFBR",164,0.17
"Th1","TGFBR",165,0.165
"Th1","TGFBR",166,0.165
"Th1","TGFBR",167,0.17
"Th1","TGFBR",168,0.175
"Th1","TGFBR",169,0.19
"Th1","TGFBR",170,0.21
"Th1","TGFBR",171,0.21
"Th1","TGFBR",172,0.21
"Th1","TGFBR",173,0.235
"Th1","TGFBR",174,0.24
"Th1","TGFBR",175,0.25
"Th1","TGFBR",176,0.285
"Th1","TGFBR",177,0.3
"Th1","TGFBR",178,0.35
"Th1","TGFBR",179,0.37
"Th1","TGFBR",180,0.4
"Th1","TGFBR",181,0.435
"Th1","TGFBR",182,0.48
"Th1","TGFBR",183,0.51
"Th1","TGFBR",184,0.55
"Th1","TGFBR",185,0.565
"Th1","TGFBR",186,0.59
"Th1","TGFBR",187,0.65
"Th1","TGFBR",188,0.665
"Th1","TGFBR",189,0.71
"Th1","TGFBR",190,0.73
"Th1","TGFBR",191,0.77
"Th1","TGFBR",192,0.79
"Th1","TGFBR",193,0.79
"Th1","TGFBR",194,0.79
"Th1","TGFBR",195,0.805
"Th1","TGFBR",196,0.81
"Th1","TGFBR",197,0.78
"Th1","TGFBR",198,0.77
"Th1","TGFBR",199,0.74
"Th1","TGFBR",200,0.72
"Th1","CGC",0,1
"Th1","CGC",1,1
"Th1","CGC",2,1
"Th1","CGC",3,1
"Th1","CGC",4,1
"Th1","CGC",5,1
"Th1","CGC",6,1
"Th1","CGC",7,1
"Th1","CGC",8,1
"Th1","CGC",9,1
"Th1","CGC",10,1
"Th1","CGC",11,1
"Th1","CGC",12,1
"Th1","CGC",13,1
"Th1","CGC",14,1
"Th1","CGC",15,1
"Th1","CGC",16,1
"Th1","CGC",17,1
"Th1","CGC",18,1
"Th1","CGC",19,1
"Th1","CGC",20,1
"Th1","CGC",21,1
"Th1","CGC",22,1
"Th1","CGC",23,1
"Th1","CGC",24,1
"Th1","CGC",25,1
"Th1","CGC",26,1
"Th1","CGC",27,1
"Th1","CGC",28,1
"Th1","CGC",29,1
"Th1","CGC",30,1
"Th1","CGC",31,1
"Th1","CGC",32,1
"Th1","CGC",33,1
"Th1","CGC",34,1
"Th1","CGC",35,1
"Th1","CGC",36,1
"Th1","CGC",37,1
"Th1","CGC",38,1
"Th1","CGC",39,1
"Th1","CGC",40,1
"Th1","CGC",41,1
"Th1","CGC",42,1
"Th1","CGC",43,1
"Th1","CGC",44,1
"Th1","CGC",45,1
"Th1","CGC",46,1
"Th1","CGC",47,1
"Th1","CGC",48,1
"Th1","CGC",49,1
"Th1","CGC",50,1
"Th1","CGC",51,1
"Th1","CGC",52,1
"Th1","CGC",53,1
"Th1","CGC",54,1
"Th1","CGC",55,1
"Th1","CGC",56,1
"Th1","CGC",57,1
"Th1","CGC",58,1
"Th1","CGC",59,1
"Th1","CGC",60,1
"Th1","CGC",61,1
"Th1","CGC",62,1
"Th1","CGC",63,1
"Th1","CGC",64,1
"Th1","CGC",65,1
"Th1","CGC",66,1
"Th1","CGC",67,1
"Th1","CGC",68,1
"Th1","CGC",69,1
"Th1","CGC",70,1
"Th1","CGC",71,1
"Th1","CGC",72,1
"Th1","CGC",73,1
"Th1","CGC",74,1
"Th1","CGC",75,1
"Th1","CGC",76,1
"Th1","CGC",77,1
"Th1","CGC",78,1
"Th1","CGC",79,1
"Th1","CGC",80,1
"Th1","CGC",81,1
"Th1","CGC",82,1
"Th1","CGC",83,1
"Th1","CGC",84,1
"Th1","CGC",85,1
"Th1","CGC",86,1
"Th1","CGC",87,1
"Th1","CGC",88,1
"Th1","CGC",89,1
"Th1","CGC",90,1
"Th1","CGC",91,1
"Th1","CGC",92,1
"Th1","CGC",93,1
"Th1","CGC",94,1
"Th1","CGC",95,1
"Th1","CGC",96,1
"Th1","CGC",97,1
"Th1","CGC",98,1
"Th1","CGC",99,1
"Th1","CGC",100,1
"Th1","CGC",101,1
"Th1","CGC",102,1
"Th1","CGC",103,1
"Th1","CGC",104,1
"Th1","CGC",105,1
"Th1","CGC",106,1
"Th1","CGC",107,1
"Th1","CGC",108,1
"Th1","CGC",109,1
"Th1","CGC",110,1
