"condition","node","step","level"
"Th17","CDKN1A-p21",7,0.55
"Th17","CDKN1A-p21",8,0.595
"Th17","CDKN1A-p21",9,0.655
"Th17","CDKN1A-p21",10,0.69
"Th17","CDKN1A-p21",11,0.725
"Th17","CDKN1A-p21",12,0.755
"Th17","CDKN1A-p21",13,0.755
"Th17","CDKN1A-p21",14,0.785
"Th17","CDKN1A-p21",15,0.8
"Th17","CDKN1A-p21",16,0.82
"Th17","CDKN1A-p21",17,0.81
"Th17","CDKN1A-p21",18,0.815
"Th17","CDKN1A-p21",19,0.795
"Th17","CDKN1A-p21",20,0.8
"Th17","CDKN1A-p21",21,0.775
"Th17","CDKN1A-p21",22,0.765
"Th17","CDKN1A-p21",23,0.735
"Th17","CDKN1A-p21",24,0.7
"Th17","CDKN1A-p21",25,0.69
"Th17","CDKN1A-p21",26,0.655
"Th17","CDKN1A-p21",27,0.62
"Th17","CDKN1A-p21",28,0.585
"Th17","CDKN1A-p21",29,0.515
"Th17","CDKN1A-p21",30,0.48
"Th17","CDKN1A-p21",31,0.45
"Th17","CDKN1A-p21",32,0.405
"Th17","CDKN1A-p21",33,0.375
"Th17","CDKN1A-p21",34,0.33
"Th17","CDKN1A-p21",35,0.285
"Th17","CDKN1A-p21",36,0.26
"Th17","CDKN1A-p21",37,0.24
"Th17","CDKN1A-p21",38,0.205
"Th17","CDKN1A-p21",39,0.185
"Th17","CDKN1A-p21",40,0.15
"Th17","CDKN1A-p21",41,0.14
"Th17","CDKN1A-p21",42,0.115
"Th17","CDKN1A-p21",43,0.09
"Th17","CDKN1A-p21",44,0.07
"Th17","CDKN1A-p21",45,0.055
"Th17","CDKN1A-p21",46,0.05
"Th17","CDKN1A-p21",47,0.045
"Th17","CDKN1A-p21",48,0.045
"Th17","CDKN1A-p21",49,0.045
"Th17","CDKN1A-p21",50,0.04
"Th17","CDKN1A-p21",51,0.045
"Th17","CDKN1A-p21",52,0.035
"Th17","CDKN1A-p21",53,0.035
"Th17","CDKN1A-p21",54,0.04
"Th17","CDKN1A-p21",55,0.04
"Th17","CDKN1A-p21",56,0.045
"Th17","CDKN1A-p21",57,0.045
"Th17","CDKN1A-p21",58,0.06
"Th17","CDKN1A-p21",59,0.08
"Th17","CDKN1A-p21",60,0.085
"Th17","CDKN1A-p21",61,0.13
"Th17","CDKN1A-p21",62,0.145
"Th17","CDKN1A-p21",63,0.175
"Th17","CDKN1A-p21",64,0.215
"Th17","CDKN1A-p21",65,0.225
"Th17","CDKN1A-p21",66,0.255
"Th17","CDKN1A-p21",67,0.31
"Th17","CDKN1A-p21",68,0.34
"Th17","CDKN1A-p21",69,0.38
"Th17","CDKN1A-p21",70,0.44
"Th17","CDKN1A-p21",71,0.49
"Th17","CDKN1A-p21",72,0.515
"Th17","CDKN1A-p21",73,0.545
"Th17","CDKN1A-p21",74,0.595
"Th17","CDKN1A-p21",75,0.62
"Th17","CDKN1A-p21",76,0.63
"Th17","CDKN1A-p21",77,0.65
"Th17","CDKN1A-p21",78,0.675
"Th17","CDKN1A-p21",79,0.69
"Th17","CDKN1A-p21",80,0.69
"Th17","CDKN1A-p21",81,0.725
"Th17","CDKN1A-p21",82,0.73
"Th17","CDKN1A-p21",83,0.765
"Th17","CDKN1A-p21",84,0.79
"Th17","CDKN1A-p21",85,0.78
"Th17","CDKN1A-p21",86,0.79
"Th17","CDKN1A-p21",87,0.805
"Th17","CDKN1A-p21",88,0.815
"Th17","CDKN1A-p21",89,0.835
"Th17","CDKN1A-p21",90,0.835
"Th17","CDKN1A-p21",91,0.835
"Th17","CDKN1A-p21",92,0.835
"Th17","CDKN1A-p21",93,0.81
"Th17","CDKN1A-p21",94,0.8
"Th17","CDKN1A-p21",95,0.785
"Th17","CDKN1A-p21",96,0.75
"Th17","CDKN1A-p21",97,0.72
"Th17","CDKN1A-p21",98,0.695
"Th17","CDKN1A-p21",99,0.645
"Th17","CDKN1A-p21",100,0.61
"Th17","CDKN1A-p21",101,0.56
"Th17","CDKN1A-p21",102,0.51
"Th17","CDKN1A-p21",103,0.475
"Th17","CDKN1A-p21",104,0.44
"Th17","CDKN1A-p21",105,0.43
"Th17","CDKN1A-p21",106,0.415
"Th17","CDKN1A-p21",107,0.375
"Th17","CDKN1A-p21",108,0.34
"Th17","CDKN1A-p21",109,0.295
"Th17","CDKN1A-p21",110,0.265
"Th17","CDKN1A-p21",111,0.235
"Th17","CDKN1A-p21",112,0.215
"Th17","CDKN1A-p21",113,0.18
"Th17","CDKN1A-p21",114,0.17
"Th17","CDKN1A-p21",115,0.16
"Th17","CDKN1A-p21",116,0.15
"Th17","CDKN1A-p21",117,0.145
"Th17","CDKN1A-p21",118,0.155
"Th17","CDKN1A-p21",119,0.155
"Th17","CDKN1A-p21",120,0.175
"Th17","CDKN1A-p21",121,0.205
"Th17","CDKN1A-p21",122,0.24
"Th17","CDKN1A-p21",123,0.265
"Th17","CDKN1A-p21",124,0.32
"Th17","CDKN1A-p21",125,0.34
"Th17","CDKN1A-p21",126,0.41
"Th17","CDKN1A-p21",127,0.44
"Th17","CDKN1A-p21",128,0.475
"Th17","CDKN1A-p21",129,0.51
"Th17","CDKN1A-p21",130,0.52
"Th17","CDKN1A-p21",131,0.54
"Th17","CDKN1A-p21",132,0.575
"Th17","CDKN1A-p21",133,0.605
"Th17","CDKN1A-p21",134,0.635
"Th17","CDKN1A-p21",135,0.655
"Th17","CDKN1A-p21",136,0.67
"Th17","CDKN1A-p21",137,0.665
"Th17","CDKN1A-p21",138,0.705
"Th17","CDKN1A-p21",139,0.72
"Th17","CDKN1A-p21",140,0.725
"Th17","CDKN1A-p21",141,0.74
"Th17","CDKN1A-p21",142,0.725
"Th17","CDKN1A-p21",143,0.725
"Th17","CDKN1A-p21",144,0.71
"Th17","CDKN1A-p21",145,0.695
"Th17","CDKN1A-p21",146,0.67
"Th17","CDKN1A-p21",147,0.66
"Th17","CDKN1A-p21",148,0.65
"Th17","CDKN1A-p21",149,0.635
"Th17","CDKN1A-p21",150,0.615
"Th17","CDKN1A-p21",151,0.585
"Th17","CDKN1A-p21",152,0.575
"Th17","CDKN1A-p21",153,0.55
"Th17","CDKN1A-p21",154,0.52
"Th17","CDKN1A-p21",155,0.485
"Th17","CDKN1A-p21",156,0.445
"Th17","CDKN1A-p21",157,0.41
"Th17","CDKN1A-p21",158,0.38
"Th17","CDKN1A-p21",159,0.355
"Th17","CDKN1A-p21",160,0.345
"Th17","CDKN1A-p21",161,0.31
"Th17","CDKN1A-p21",162,0.305
"Th17","CDKN1A-p21",163,0.295
"Th17","CDKN1A-p21",164,0.275
"Th17","CDKN1A-p21",165,0.25
"Th17","CDKN1A-p21",166,0.215
"Th17","CDKN1A-p21",167,0.21
"Th17","CDKN1A-p21",168,0.215
"Th17","CDKN1A-p21",169,0.195
"Th17","CDKN1A-p21",170,0.21
"Th17","CDKN1A-p21",171,0.22
"Th17","CDKN1A-p21",172,0.22
"Th17","CDKN1A-p21",173,0.22
"Th17","CDKN1A-p21",174,0.235
"Th17","CDKN1A-p21",175,0.275
"Th17","CDKN1A-p21",176,0.305
"Th17","CDKN1A-p21",177,0.33
"Th17","CDKN1A-p21",178,0.38
"Th17","CDKN1A-p21",179,0.41
"Th17","CDKN1A-p21",180,0.44
"Th17","CDKN1A-p21",181,0.47
"Th17","CDKN1A-p21",182,0.51
"Th17","CDKN1A-p21",183,0.535
"Th17","CDKN1A-p21",184,0.565
"Th17","CDKN1A-p21",185,0.585
"Th17","CDKN1A-p21",186,0.6
"Th17","CDKN1A-p21",187,0.615
"Th17","CDKN1A-p21",188,0.62
"Th17","CDKN1A-p21",189,0.635
"Th17","CDKN1A-p21",190,0.65
"Th17","CDKN1A-p21",191,0.675
"Th17","CDKN1A-p21",192,0.685
"Th17","CDKN1A-p21",193,0.69
"Th17","CDKN1A-p21",194,0.675
"Th17","CDKN1A-p21",195,0.675
"Th17","CDKN1A-p21",196,0.65
"Th17","CDKN1A-p21",197,0.65
"Th17","CDKN1A-p21",198,0.63
"Th17","CDKN1A-p21",199,0.625
"Th17","CDKN1A-p21",200,0.595
"Th17","RAC1",0,0
"Th17","RAC1",1,0
"Th17","RAC1",2,0
"Th17","RAC1",3,0
"Th17","RAC1",4,0.005
"Th17","RAC1",5,0.005
"Th17","RAC1",6,0.03
"Th17","RAC1",7,0.045
"Th17","RAC1",8,0.075
"Th17","RAC1",9,0.09
"Th17","RAC1",10,0.105
"Th17","RAC1",11,0.12
"Th17","RAC1",12,0.155
"Th17","RAC1",13,0.205
"Th17","RAC1",14,0.215
"Th17","RAC1",15,0.215
"Th17","RAC1",16,0.235
"Th17","RAC1",17,0.255
"Th17","RAC1",18,0.265
"Th17","RAC1",19,0.27
"Th17","RAC1",20,0.28
"Th17","RAC1",21,0.28
"Th17","RAC1",22,0.3
"Th17","RAC1",23,0.29
"Th17","RAC1",24,0.285
"Th17","RAC1",25,0.28
"Th17","RAC1",26,0.27
"Th17","RAC1",27,0.26
"Th17","RAC1",28,0.26
"Th17","RAC1",29,0.245
"Th17","RAC1",30,0.235
"Th17","RAC1",31,0.23
"Th17","RAC1",32,0.225
"Th17","RAC1",33,0.21
"Th17","RAC1",34,0.21
"Th17","RAC1",35,0.2
"Th17","RAC1",36,0.195
"Th17","RAC1",37,0.18
"Th17","RAC1",38,0.175
"Th17","RAC1",39,0.17
"Th17","RAC1",40,0.165
"Th17","RAC1",41,0.165
"Th17","RAC1",42,0.16
"Th17","RAC1",43,0.15
"Th17","RAC1",44,0.135
"Th17","RAC1",45,0.11
"Th17","RAC1",46,0.1
"Th17","RAC1",47,0.09
"Th17","RAC1",48,0.08
"Th17","RAC1",49,0.06
"Th17","RAC1",50,0.055
"Th17","RAC1",51,0.04
"Th17","RAC1",52,0.025
"Th17","RAC1",53,0.02
"Th17","RAC1",54,0.015
"Th17","RAC1",55,0.015
"Th17","RAC1",56,0.015
"Th17","RAC1",57,0.01
"Th17","RAC1",58,0
"Th17","RAC1",59,0
"Th17","RAC1",60,0
"Th17","RAC1",61,0
"Th17","RAC1",62,0
"Th17","RAC1",63,0
"Th17","RAC1",64,0
"Th17","RAC1",65,0
"Th17","RAC1",66,0
"Th17","RAC1",67,0
"Th17","RAC1",68,0
"Th17","RAC1",69,0
"Th17","RAC1",70,0
"Th17","RAC1",71,0
"Th17","RAC1",72,0
"Th17","RAC1",73,0
"Th17","RAC1",74,0
"Th17","RAC1",75,0
"Th17","RAC1",76,0
"Th17","RAC1",77,0
"Th17","RAC1",78,0
"Th17","RAC1",79,0
"Th17","RAC1",80,0
"Th17","RAC1",81,0
"Th17","RAC1",82,0
"Th17","RAC1",83,0
"Th17","RAC1",84,0
"Th17","RAC1",85,0
"Th17","RAC1",86,0
"Th17","RAC1",87,0
"Th17","RAC1",88,0
"Th17","RAC1",89,0
"Th17","RAC1",90,0
"Th17","RAC1",91,0
"Th17","RAC1",92,0
"Th17","RAC1",93,0
"Th17","RAC1",94,0
"Th17","RAC1",95,0
"Th17","RAC1",96,0
"Th17","RAC1",97,0
"Th17","RAC1",98,0
"Th17","RAC1",99,0
"Th17","RAC1",100,0
"Th17","RAC1",101,0
"Th17","RAC1",102,0
"Th17","RAC1",103,0
"Th17","RAC1",104,0
"Th17","RAC1",105,0
"Th17","RAC1",106,0
"Th17","RAC1",107,0
"Th17","RAC1",108,0
"Th17","RAC1",109,0
"Th17","RAC1",110,0
"Th17","RAC1",111,0
"Th17","RAC1",112,0
"Th17","RAC1",113,0
"Th17","RAC1",114,0
"Th17","RAC1",115,0
"Th17","RAC1",116,0
"Th17","RAC1",117,0
"Th17","RAC1",118,0
"Th17","RAC1",119,0
"Th17","RAC1",120,0
"Th17","RAC1",121,0
"Th17","RAC1",122,0
"Th17","RAC1",123,0
"Th17","RAC1",124,0
"Th17","RAC1",125,0
"Th17","RAC1",126,0
"Th17","RAC1",127,0
"Th17","RAC1",128,0
"Th17","RAC1",129,0
"Th17","RAC1",130,0
"Th17","RAC1",131,0
"Th17","RAC1",132,0
"Th17","RAC1",133,0
"Th17","RAC1",134,0
"Th17","RAC1",135,0
"Th17","RAC1",136,0
"Th17","RAC1",137,0
"Th17","RAC1",138,0
"Th17","RAC1",139,0
"Th17","RAC1",140,0
"Th17","RAC1",141,0
"Th17","RAC1",142,0
"Th17","RAC1",143,0
"Th17","RAC1",144,0
"Th17","RAC1",145,0
"Th17","RAC1",146,0
"Th17","RAC1",147,0
"Th17","RAC1",148,0
"Th17","RAC1",149,0
"Th17","RAC1",150,0
"Th17","RAC1",151,0
"Th17","RAC1",152,0
"Th17","RAC1",153,0
"Th17","RAC1",154,0
"Th17","RAC1",155,0
"Th17","RAC1",156,0
"Th17","RAC1",157,0
"Th17","RAC1",158,0
"Th17","RAC1",159,0
"Th17","RAC1",160,0
"Th17","RAC1",161,0
"Th17","RAC1",162,0
"Th17","RAC1",163,0
"Th17","RAC1",164,0
"Th17","RAC1",165,0
"Th17","RAC1",166,0
"Th17","RAC1",167,0
"Th17","RAC1",168,0
"Th17","RAC1",169,0
"Th17","RAC1",170,0
"Th17","RAC1",171,0
"Th17","RAC1",172,0
"Th17","RAC1",173,0
"Th17","RAC1",174,0
"Th17","RAC1",175,0
"Th17","RAC1",176,0
"Th17","RAC1",177,0
"Th17","RAC1",178,0
"Th17","RAC1",179,0
"Th17","RAC1",180,0
"Th17","RAC1",181,0
"Th17","RAC1",182,0
"Th17","RAC1",183,0
"Th17","RAC1",184,0
"Th17","RAC1",185,0
"Th17","RAC1",186,0
"Th17","RAC1",187,0
"Th17","RAC1",188,0
"Th17","RAC1",189,0
"Th17","RAC1",190,0
"Th17","RAC1",191,0
"Th17","RAC1",192,0
"Th17","RAC1",193,0
"Th17","RAC1",194,0
"Th17","RAC1",195,0
"Th17","RAC1",196,0
"Th17","RAC1",197,0
"Th17","RAC1",198,0
"Th17","RAC1",199,0
"Th17","RAC1",200,0
"Th17","MAPK14-p38",0,0
"Th17","MAPK14-p38",1,0
"Th17","MAPK14-p38",2,0
"Th17","MAPK14-p38",3,0
"Th17","MAPK14-p38",4,0
"Th17","MAPK14-p38",5,0
"Th17","MAPK14-p38",6,0
"Th17","MAPK14-p38",7,0
"Th17","MAPK14-p38",8,0.005
"Th17","MAPK14-p38",9,0.005
"Th17","MAPK14-p38",10,0.005
"Th17","MAPK14-p38",11,0.015
"Th17","MAPK14-p38",12,0.03
"Th17","MAPK14-p38",13,0.04
"Th17","MAPK14-p38",14,0.08
"Th17","MAPK14-p38",15,0.13
"Th17","MAPK14-p38",16,0.145
"Th17","MAPK14-p38",17,0.17
"Th17","MAPK14-p38",18,0.18
"Th17","MAPK14-p38",19,0.2
"Th17","MAPK14-p38",20,0.225
"Th17","MAPK14-p38",21,0.23
"Th17","MAPK14-p38",22,0.235
"Th17","MAPK14-p38",23,0.245
"Th17","MAPK14-p38",24,0.255
"Th17","MAPK14-p38",25,0.255
"Th17","MAPK14-p38",26,0.27
"Th17","MAPK14-p38",27,0.285
"Th17","MAPK14-p38",28,0.285
"Th17","MAPK14-p38",29,0.27
"Th17","MAPK14-p38",30,0.26
"Th17","MAPK14-p38",31,0.265
"Th17","MAPK14-p38",32,0.26
"Th17","MAPK14-p38",33,0.255
"Th17","MAPK14-p38",34,0.25
"Th17","MAPK14-p38",35,0.255
"Th17","MAPK14-p38",36,0.24
"Th17","MAPK14-p38",37,0.24
"Th17","MAPK14-p38",38,0.23
"Th17","MAPK14-p38",39,0.21
"Th17","MAPK14-p38",40,0.21
"Th17","MAPK14-p38",41,0.205
"Th17","MAPK14-p38",42,0.205
"Th17","MAPK14-p38",43,0.185
"Th17","MAPK14-p38",44,0.185
"Th17","MAPK14-p38",45,0.18
"Th17","MAPK14-p38",46,0.17
"Th17","MAPK14-p38",47,0.165
"Th17","MAPK14-p38",48,0.155
"Th17","MAPK14-p38",49,0.14
"Th17","MAPK14-p38",50,0.13
"Th17","MAPK14-p38",51,0.12
"Th17","MAPK14-p38",52,0.115
"Th17","MAPK14-p38",53,0.095
"Th17","MAPK14-p38",54,0.085
"Th17","MAPK14-p38",55,0.08
"Th17","MAPK14-p38",56,0.065
"Th17","MAPK14-p38",57,0.065
"Th17","MAPK14-p38",58,0.05
"Th17","MAPK14-p38",59,0.045
"Th17","MAPK14-p38",60,0.035
"Th17","MAPK14-p38",61,0.015
"Th17","MAPK14-p38",62,0.01
"Th17","MAPK14-p38",63,0.01
"Th17","MAPK14-p38",64,0.005
"Th17","MAPK14-p38",65,0.005
"Th17","MAPK14-p38",66,0.005
"Th17","MAPK14-p38",67,0.005
"Th17","MAPK14-p38",68,0.005
"Th17","MAPK14-p38",69,0.005
"Th17","MAPK14-p38",70,0
"Th17","MAPK14-p38",71,0
"Th17","MAPK14-p38",72,0
"Th17","MAPK14-p38",73,0
"Th17","MAPK14-p38",74,0
"Th17","MAPK14-p38",75,0
"Th17","MAPK14-p38",76,0
"Th17","MAPK14-p38",77,0
"Th17","MAPK14-p38",78,0
"Th17","MAPK14-p38",79,0
"Th17","MAPK14-p38",80,0
"Th17","MAPK14-p38",81,0
"Th17","MAPK14-p38",82,0
"Th17","MAPK14-p38",83,0
"Th17","MAPK14-p38",84,0
"Th17","MAPK14-p38",85,0
"Th17","MAPK14-p38",86,0
"Th17","MAPK14-p38",87,0
"Th17","MAPK14-p38",88,0
"Th17","MAPK14-p38",89,0
"Th17","MAPK14-p38",90,0
"Th17","MAPK14-p38",91,0
"Th17","MAPK14-p38",92,0
"Th17","MAPK14-p38",93,0
"Th17","MAPK14-p38",94,0
"Th17","MAPK14-p38",95,0
"Th17","MAPK14-p38",96,0
"Th17","MAPK14-p38",97,0
"Th17","MAPK14-p38",98,0
"Th17","MAPK14-p38",99,0
"Th17","MAPK14-p38",100,0
"Th17","MAPK14-p38",101,0
"Th17","MAPK14-p38",102,0
"Th17","MAPK14-p38",103,0
"Th17","MAPK14-p38",104,0
"Th17","MAPK14-p38",105,0
"Th17","MAPK14-p38",106,0
"Th17","MAPK14-p38",107,0
"Th17","MAPK14-p38",108,0
"Th17","MAPK14-p38",109,0
"Th17","MAPK14-p38",110,0
"Th17","MAPK14-p38",111,0
"Th17","MAPK14-p38",112,0
"Th17","MAPK14-p38",113,0
"Th17","MAPK14-p38",114,0
"Th17","MAPK14-p38",115,0
"Th17","MAPK14-p38",116,0
"Th17","MAPK14-p38",117,0
"Th17","MAPK14-p38",118,0
"Th17","MAPK14-p38",119,0
"Th17","MAPK14-p38",120,0
"Th17","MAPK14-p38",121,0
"Th17","MAPK14-p38",122,0
"Th17","MAPK14-p38",123,0
"Th17","MAPK14-p38",124,0
"Th17","MAPK14-p38",125,0
"Th17","MAPK14-p38",126,0
"Th17","MAPK14-p38",127,0
"Th17","MAPK14-p38",128,0
"Th17","MAPK14-p38",129,0
"Th17","MAPK14-p38",130,0
"Th17","MAPK14-p38",131,0
"Th17","MAPK14-p38",132,0
"Th17","MAPK14-p38",133,0
"Th17","MAPK14-p38",134,0
"Th17","MAPK14-p38",135,0
"Th17","MAPK14-p38",136,0
"Th17","MAPK14-p38",137,0
"Th17","MAPK14-p38",138,0
"Th17","MAPK14-p38",139,0
"Th17","MAPK14-p38",140,0
"Th17","MAPK14-p38",141,0
"Th17","MAPK14-p38",142,0
"Th17","MAPK14-p38",143,0
"Th17","MAPK14-p38",144,0
"Th17","MAPK14-p38",145,0
"Th17","MAPK14-p38",146,0
"Th17","MAPK14-p38",147,0
"Th17","MAPK14-p38",148,0
"Th17","MAPK14-p38",149,0
"Th17","MAPK14-p38",150,0
"Th17","MAPK14-p38",151,0
"Th17","MAPK14-p38",152,0
"Th17","MAPK14-p38",153,0
"Th17","MAPK14-p38",154,0
"Th17","MAPK14-p38",155,0
"Th17","MAPK14-p38",156,0
"Th17","MAPK14-p38",157,0
"Th17","MAPK14-p38",158,0
"Th17","MAPK14-p38",159,0
"Th17","MAPK14-p38",160,0
"Th17","MAPK14-p38",161,0
"Th17","MAPK14-p38",162,0
"Th17","MAPK14-p38",163,0
"Th17","MAPK14-p38",164,0
"Th17","MAPK14-p38",165,0
"Th17","MAPK14-p38",166,0
"Th17","MAPK14-p38",167,0
"Th17","MAPK14-p38",168,0
"Th17","MAPK14-p38",169,0
"Th17","MAPK14-p38",170,0
"Th17","MAPK14-p38",171,0
"Th17","MAPK14-p38",172,0
"Th17","MAPK14-p38",173,0
"Th17","MAPK14-p38",174,0
"Th17","MAPK14-p38",175,0
"Th17","MAPK14-p38",176,0
"Th17","MAPK14-p38",177,0
"Th17","MAPK14-p38",178,0
"Th17","MAPK14-p38",179,0
"Th17","MAPK14-p38",180,0
"Th17","MAPK14-p38",181,0
"Th17","MAPK14-p38",182,0
"Th17","MAPK14-p38",183,0
"Th17","MAPK14-p38",184,0
"Th17","MAPK14-p38",185,0
"Th17","MAPK14-p38",186,0
"Th17","MAPK14-p38",187,0
"Th17","MAPK14-p38",188,0
"Th17","MAPK14-p38",189,0
"Th17","MAPK14-p38",190,0
"Th17","MAPK14-p38",191,0
"Th17","MAPK14-p38",192,0
"Th17","MAPK14-p38",193,0
"Th17","MAPK14-p38",194,0
"Th17","MAPK14-p38",195,0
"Th17","MAPK14-p38",196,0
"Th17","MAPK14-p38",197,0
"Th17","MAPK14-p38",198,0
"Th17","MAPK14-p38",199,0
"Th17","MAPK14-p38",200,0
"Th17","SRF",0,0
"Th17","SRF",1,0
"Th17","SRF",2,0
"Th17","SRF",3,0
"Th17","SRF",4,0
"Th17","SRF",5,0
"Th17","SRF",6,0
"Th17","SRF",7,0
"Th17","SRF",8,0
"Th17","SRF",9,0
"Th17","SRF",10,0
"Th17","SRF",11,0.005
"Th17","SRF",12,0.005
"Th17","SRF",13,0.01
"Th17","SRF",14,0.01
"Th17","SRF",15,0.015
"Th17","SRF",16,0.035
"Th17","SRF",17,0.035
"Th17","SRF",18,0.04
"Th17","SRF",19,0.05
"Th17","SRF",20,0.08
"Th17","SRF",21,0.105
"Th17","SRF",22,0.12
"Th17","SRF",23,0.13
"Th17","SRF",24,0.135
"Th17","SRF",25,0.16
"Th17","SRF",26,0.17
"Th17","SRF",27,0.175
"Th17","SRF",28,0.195
"Th17","SRF",29,0.19
"Th17","SRF",30,0.205
"Th17","SRF",31,0.235
"Th17","SRF",32,0.23
"Th17","SRF",33,0.235
"Th17","SRF",34,0.245
"Th17","SRF",35,0.23
"Th17","SRF",36,0.225
"Th17","SRF",37,0.22
"Th17","SRF",38,0.215
"Th17","SRF",39,0.215
"Th17","SRF",40,0.22
"Th17","SRF",41,0.215
"Th17","SRF",42,0.21
"Th17","SRF",43,0.21
"Th17","SRF",44,0.21
"Th17","SRF",45,0.2
"Th17","SRF",46,0.195
"Th17","SRF",47,0.18
"Th17","SRF",48,0.17
"Th17","SRF",49,0.175
"Th17","SRF",50,0.155
"Th17","SRF",51,0.16
"Th17","SRF",52,0.15
"Th17","SRF",53,0.135
"Th17","SRF",54,0.13
"Th17","SRF",55,0.125
"Th17","SRF",56,0.115
"Th17","SRF",57,0.095
"Th17","SRF",58,0.085
"Th17","SRF",59,0.07
"Th17","SRF",60,0.06
"Th17","SRF",61,0.05
"Th17","SRF",62,0.025
"Th17","SRF",63,0.015
"Th17","SRF",64,0.015
"Th17","SRF",65,0.01
"Th17","SRF",66,0.01
"Th17","SRF",67,0.01
"Th17","SRF",68,0.01
"Th17","SRF",69,0.01
"Th17","SRF",70,0.01
"Th17","SRF",71,0.005
"Th17","SRF",72,0.005
"Th17","SRF",73,0
"Th17","SRF",74,0
"Th17","SRF",75,0
"Th17","SRF",76,0
"Th17","SRF",77,0
"Th17","SRF",78,0
"Th17","SRF",79,0
"Th17","SRF",80,0
"Th17","SRF",81,0
"Th17","SRF",82,0
"Th17","SRF",83,0
"Th17","SRF",84,0
"Th17","SRF",85,0
"Th17","SRF",86,0
"Th17","SRF",87,0
"Th17","SRF",88,0
"Th17","SRF",89,0
"Th17","SRF",90,0
"Th17","SRF",91,0
"Th17","SRF",92,0
"Th17","SRF",93,0
"Th17","SRF",94,0
"Th17","SRF",95,0
"Th17","SRF",96,0
"Th17","SRF",97,0
"Th17","SRF",98,0
"Th17","SRF",99,0
"Th17","SRF",100,0
"Th17","SRF",101,0
"Th17","SRF",102,0
"Th17","SRF",103,0
"Th17","SRF",104,0
"Th17","SRF",105,0
"Th17","SRF",106,0
"Th17","SRF",107,0
"Th17","SRF",108,0
"Th17","SRF",109,0
"Th17","SRF",110,0
"Th17","SRF",111,0
"Th17","SRF",112,0
"Th17","SRF",113,0
"Th17","SRF",114,0
"Th17","SRF",115,0
"Th17","SRF",116,0
"Th17","SRF",117,0
"Th17","SRF",118,0
"Th17","SRF",119,0
"Th17","SRF",120,0
"Th17","SRF",121,0
"Th17","SRF",122,0
"Th17","SRF",123,0
"Th17","SRF",124,0
"Th17","SRF",125,0
"Th17","SRF",126,0
"Th17","SRF",127,0
"Th17","SRF",128,0
"Th17","SRF",129,0
"Th17","SRF",130,0
"Th17","SRF",131,0
"Th17","SRF",132,0
"Th17","SRF",133,0
"Th17","SRF",134,0
"Th17","SRF",135,0
"Th17","SRF",136,0
"Th17","SRF",137,0
"Th17","SRF",138,0
"Th17","SRF",139,0
"Th17","SRF",140,0
"Th17","SRF",141,0
"Th17","SRF",142,0
"Th17","SRF",143,0
"Th17","SRF",144,0
"Th17","SRF",145,0
"Th17","SRF",146,0
"Th17","SRF",147,0
"Th17","SRF",148,0
"Th17","SRF",149,0
"Th17","SRF",150,0
"Th17","SRF",151,0
"Th17","SRF",152,0
"Th17","SRF",153,0
"Th17","SRF",154,0
"Th17","SRF",155,0
"Th17","SRF",156,0
"Th17","SRF",157,0
"Th17","SRF",158,0
"Th17","SRF",159,0
"Th17","SRF",160,0
"Th17","SRF",161,0
"Th17","SRF",162,0
"Th17","SRF",163,0
"Th17","SRF",164,0
"Th17","SRF",165,0
"Th17","SRF",166,0
"Th17","SRF",167,0
"Th17","SRF",168,0
"Th17","SRF",169,0
"Th17","SRF",170,0
"Th17","SRF",171,0
"Th17","SRF",172,0
"Th17","SRF",173,0
"Th17","SRF",174,0
"Th17","SRF",175,0
"Th17","SRF",176,0
"Th17","SRF",177,0
"Th17","SRF",178,0
"Th17","SRF",179,0
"Th17","SRF",180,0
"Th17","SRF",181,0
"Th17","SRF",182,0
"Th17","SRF",183,0
"Th17","SRF",184,0
"Th17","SRF",185,0
"Th17","SRF",186,0
"Th17","SRF",187,0
"Th17","SRF",188,0
"Th17","SRF",189,0
"Th17","SRF",190,0
"Th17","SRF",191,0
"Th17","SRF",192,0
"Th17","SRF",193,0
"Th17","SRF",194,0
"Th17","SRF",195,0
"Th17","SRF",196,0
"Th17","SRF",197,0
"Th17","SRF",198,0
"Th17","SRF",199,0
"Th17","SRF",200,0
"Th17","JUN",0,0
"Th17","JUN",1,0
"Th17","JUN",2,0
"Th17","JUN",3,0
"Th17","JUN",4,0
"Th17","JUN",5,0
"Th17","JUN",6,0
"Th17","JUN",7,0
"Th17","JUN",8,0
"Th17","JUN",9,0
"Th17","JUN",10,0
"Th17","JUN",11,0
"Th17","JUN",12,0
"Th17","JUN",13,0
"Th17","JUN",14,0
"Th17","JUN",15,0
"Th17","JUN",16,0
"Th17","JUN",17,0
"Th17","JUN",18,0
"Th17","JUN",19,0
"Th17","JUN",20,0
"Th17","JUN",21,0
"Th17","JUN",22,0.015
"Th17","JUN",23,0.02
"Th17","JUN",24,0.02
"Th17","JUN",25,0.035
"Th17","JUN",26,0.04
"Th17","JUN",27,0.035
"Th17","JUN",28,0.045
"Th17","JUN",29,0.065
"Th17","JUN",30,0.07
"Th17","JUN",31,0.08
"Th17","JUN",32,0.08
"Th17","JUN",33,0.08
"Th17","JUN",34,0.09
"Th17","JUN",35,0.09
"Th17","JUN",36,0.095
